551	United States	M-Star Simulations, LLC	M-Star CFD	http://www.mstarcfd.com/	General purpose CFD Multiphysics modeling software
552	United States	Murex	MACS Analytics Library	https://www.murex.com/solutions/business-functions/sales-and-trading/analytics	Analytics library for modeling valuation and risk for derivatives across multiple asset classes.
553	United States	MAESTRO	MAESTRO	https://ccse.lbl.gov/Research/MAESTRO/	A low Mach number stellar hydrodynamics code that can be used to simulate long-time, low-speed flows that would be prohibitively expensive to model using traditional compressible code.
554	United States	Red Giant	Magic Bullet Colorista	https://www.redgiant.com/products/magic-bullet-colorista/	Real time, interactive, multi-layered masked color correction (video playback too!) with the Mercury Playback engine in Premiere Pro.
555	United States	Red Giant	Magic Bullet Denoiser	https://www.redgiant.com/products/magic-bullet-denoiser/	Magic Bullet Denoiser III lets you reduce visible noise and grain in digital video produced by digital video cameras, camcorders, or film.
556	United States	Red Giant	Magic Bullet Film	https://www.redgiant.com/products/magic-bullet-film/	Gives digital footage the look of real film by emulating the entire photochemical process from the original film negative, to color grading, and finally to the print stock.
557	United States	Red Giant	Magic Bullet Looks	http://www.redgiant.com/products/magic-bullet-looks/	Powerful looks and color correction for filmmakers.
558	United States	Red Giant	Magic Bullet Suite	https://www.redgiant.com/products/magic-bullet-suite/	Full suite of tools for color correction, finishing and film looks for filmmakers.
559	United States	ICL - University of Tennessee Knoxville	Magma	http://icl.cs.utk.edu/magma/	MAGMA provides a dense linear algebra library similar to LAPACK but for heterogeneous/hybrid architectures, starting with current "Multicore+GPU" systems.
560	Germany	MainConcept	MainConcept Hybrid GPU HEVC/H.265 Encoder	www.mainconcept.com/hybridgpu	The MainConcept Hybrid GPU HEVC Encoder gives you best-in-class image quality (up to 8K) at tremendous speed. Combine the market-leading MainConcept® HEVC software encoder with the unrivaled performance of NVIDIA RTX architecture to get 2.5x faster processing of HEVC/H.265 content for half the cost of other solutions.
561	China	Malong Technologies 码隆	Malong Retail AI Fresh	https://www.malongtech.com/en/fresh.html	RetailAI® Fresh solves for the time-consuming and error-prone experience that grocery store customers today struggle with when weighing fresh products on a self-serve scale.
562	China	Malong Technologies 码隆	Malong Retail AI Protect	https://www.malongtech.com/en/protect.html	For loss prevention at self-checkout and staffed lanes. Leverages award-winning product recognition technologies, the system accurately identifies and stops common scan errors as they happen – including mis-scans and ticket-switching – while helping to protect customer privacy. Offers industry-leading accuracy while being massively scalable for effectively unlimited SKUs and stores.
563	United States	Manifold Systems	Manifold Systems	http://www.manifold.net/	Full-featured GIS, vector/raster processing & analysis
564	United States	Scienomics	MAPS	http://www.scienomics.com/software/	MAPS CLASSICAL & MESOSCALE simulation toolkit contains world-class simulation engines such as LAMMPS, CHAMELEON, TOWHEE, NAMD. Includes a collection of ready-to-use workflows and a rich Force-Field library.
565	United States	MSC Software	Marc	http://www.mscsoftware.com/product/marc	Simulation and analysis tool for structural mechanics
566	United Kingdom	Foundry	MARI	https://www.foundry.com/products/mari	Mari® is 3D painting without limits, combining the power and performance to handle even the most complex assets with artist-friendly 3D paint tools, that make the most of your creativity.
567	United States	Marnier	Mariner (Spyglass)	mariner-usa.com	inspection
568	China	sheencity	Mars	https://www.sheencity.com/mars	Real-time architectural visualization tool with advanced features such as real-time ray tracing, DLSS, and VR.
569	United States	CLO Virtual Fashion Inc	Marvelous Designer	https://www.marvelousdesigner.com/	Realistic and dynamic 3D modeling software for clothes and fabric.
570	Brazil	University of Brasilia	MASA-CUDAlign	https://github.com/edanssandes/MASA-CUDAlign	The MASA-CUDAlign extension is used with the MASA architecture to align DNA sequences of unrestricted size with the Smith-Waterman and Needleman-Wunsch algorithms combined with Myers-Miller.
571	United States	Topaz Labs	Mask AI	https://topazlabs.com/mask-ai/	This is a AI-based masking tool for photography that lets creators automatically detect and remove objects from image.
572	New Zealand	Massive	Massive	http://www.massivesoftware.com/products.html	Simulation and visualization tools for autonomous agent driven animation for film, games, television, architecture and transportation.
573	India	Mathworks	MatConvNet	http://www.vlfeat.org/matconvnet/	CNNs for MathWorks MATLAB, allows you to use MATLAB GPU support natively rather than writing your own CUDA code.
574	China	Nanjing University	MatDEM	http://matdem.com/	MatDEM is a software for Fast GPU Matrix computing of Discrete Element Method. The software implements automatic stacking modeling, layered material, joint surface and load settings, rich post-processing functions and secondary development.
575	United States	Wolfram	Mathematica	https://www.wolfram.com/mathematica/	A symbolic technical computing language and development environment.
576	India	Mathworks	MATLAB	https://www.mathworks.com/products/matlab.html?s_tid=hp_products_matlab	GPU acceleration for MATLAB (high-level technical computing language).
577	Switzerland	Matroid	Matriod	https://www.matroid.com/	Matroid offers video classification service in the cloud. Matroid allows training video detections on a set of images and then applying those video detection.
578	Spain	Random Control	Maverick Render	https://maverickrender.com/	Maverick Studio is the GPU-accelerated desktop app that harnesses our proprietary light physics simulator behind intuitive and interactive drag-and-drop tools.
579	United States	WSI	Max Weather	https://business.weather.com/	Weather graphics
580	Spain	ANYVERSE	Maxwell	http://www.maxwellrender.com/latest-release/	Maxwell is the best rendering software for light simulation. The rendering engine combines physically correct lighting with thousands of Maxwell materials to create accurate and extremely realistic images. It is compatible with most 3D or CAD applications. Maxwell is a state-of-the-art render engine widely used for architectural visualization and product design such as interiors, jewelry and automobile industry.
581	Canada	Autodesk	Maya	https://www.autodesk.com/products/maya/overview	3D modeling, animation, and rendering
582	United States	Open Source	mCUDA-MEME	https://cuda-meme.sourceforge.io/homepage.htm#latest	Ultrafast scalable motif discovery algorithm based on MEME .
583	Korea, Republic of	MEDICALIP	MDBOX	https://medicalip.com/MDBOX	Experience 'Medical Metaverse' enabling Stimulus Anatomy Education. MDBOX delivers realism of living anatomy  based on Medical Images.    MDBOX amplifies student engagement and improves accessibility in anatomical structures through interactivity
584	United Kingdom	OXFORD NANOPORE TECHNOLOGIES	Medaka	https://github.com/nanoporetech/medaka	Medaka is a tool to create consensus sequences and variant calls from nanopore sequencing data. This task is performed using neural networks applied a pileup of individual sequencing reads against a draft assembly. It outperforms graph-based methods operating on basecalled data.
585	United States	Avid	Media Composer	http://www.avid.com/media-composer	Video editing
586	United States	Ribbon Communications	Media Transcoding in the Cloud	https://ribboncommunications.com/company/media-center/press-releases/ribbons-session-border-controller-offers-industry-leading-media-transcoding-cloud	Industry-leading SBC media transcoding scaling capabilities in virtual and cloud deployments using NVIDIA GPUs to increase performance and decrease cost per transcoded session.  Expanded SBC and PSX support for SIP Recording (SIPRec) allows enterprises and call centers to conduct up to four (4) simultaneous recordings of sessions via secure, encrypted technology.  Expanded capabilities for Virtual Network Functions (VNF) instantiation with the ability to instantiate Ribbon PSX VNF aligned with the Open Network Automation Platform (ONAP) framework.  Enhancements for operational efficiencies that allow CSPs to reduce configuration complexity and improve ease of use.  Enhanced security across all products to deliver more restrictive access, reduction in possible network exposure and additional encryption.
587	Russian Federation	Medialooks	Medialooks SDK	https://www.medialooks.com/mplatform/	MFormats SDK provides complete control over the video pipeline
588	Canada	Drastic Technologies	MediaReactor	https://www.drastic.tv/productsmenu-56	Debayering and processing of raw camera files.
589	Hungary	MedInnoScan Kft.	MedInnoScan Teledermatology	https://medinnoscan.com/en/home-2/	Complete teledermatology solution with mobile app for patients, end-to-end encryption, machine vision based wound classification with 3D reconstruction and case management workflow for dermatologists
590	Korea, Republic of	MEDICALIP	MEDIP PRO	https://medicalip.com/Medip	MEDIP is equipped with One-Click Segmentation, which helps in segmenting and extracting virtually all human body components in medical images (CT and MR) including patient's organs and pathologic lesions with about 95% of accuracy, which is almost on par with primary segmentation results from radiologists.
591	United States	Adobe	Medium by Adobe	https://www.oculus.com/medium	PC-based VR sculpting app for modeling & painting in Quest VR headsets. For beginners as well as pros. Adobe acquired from Occulus in December 2019. Requires link cable to PC.
592	Canada	MEDO.ai	Medo Platform	https://www.medo.ai/	The Medo platform is vendor-neutral and enables quick, objective and reproducible workflows, using cutting edge artificial intelligence technologies. The platform significantly lowers the expertise required to diagnose common and critical conditions using ultrasound, making it accessible to all.
593	Israel	Medorion Ltd.	Medorion	www.medorion.com	Medorion enables healthcare organizations insights based transformation of their relationships with their members/ patients, through a Behavioral Science based AI SaaS supporting multiple applications, mainly Behavioral Persuasion software to drive personalized “why” based communications.
594	Indonesia	Prosa Solusi Cerdas	Meemo	https://prosa.ai/solutions/meeting-transcription	Artificial Intelligence with Deep Learning for Natural Language Processing of text and voice data in Indonesian - ASR application
595	India	Synapsica	Meenakshi	https://synapsica.com/	AI for Radiology Diagnostics
596	Japan	Akiyama_Laboratory, Tokyo Institute of Technology	MEGADOCK	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4221127/	MEGADOCK is a fast protein-protein docking software when more acceleration is demanded for an interactome prediction, which is composed of millions of protein pairs.
597	United Kingdom	OXFORD NANOPORE TECHNOLOGIES	Megalodon	https://github.com/nanoporetech/megalodon	Megalodon is a research command line tool to extract high accuracy modified base and sequence variant calls from raw nanopore reads by anchoring the information rich basecalling neural network output to a reference genome/transcriptome.
598	Canada	University of Calgary	MELD	http://www.maccallumlab.org/software/	OpenMM plugin written for GPUs.
599	Czech Republic	Czech Technical University (CTU)	Meshroom	https://alicevision.org/#meshroom	Meshroom is a free, open-source 3D Reconstruction Software based on the AliceVision framework.
600	United States	BETA CAE Systems	META	https://www.beta-cae.com/meta.htm	High-performance multi-disciplinary CAE post-processor
601	Greece	BETA CAE Systems	META VR	https://www.beta-cae.com/meta.htm	Powerful processing and visualization environment for interaction with full-scale simulation models with collaboration capabilities
602	China	Shanghai Jiao Tong University	MetaBinG2	https://github.com/mengmayang/MetaBinG2kit	MetaBinG2 is a fast and accurate metagenomics sequence classification method for samples with many unknown  organisms
603	Germany	Johannes Gutenberg University Mainz	MetaCache	https://github.com/muellan/metacache	MetaCache is a classification system for mapping genomic sequences (short reads, long reads, contigs) from metagenomic samples to their most likely taxon of origin.
604	United States	ChyronHego	Metacast	http://chyronhego.com/production-tools/metacast	Weather graphics
605	United States	Einstein Platform Services	MetaMind	https://metamind.readme.io/docs	Provides a deep learning API for image recognition and text sentiment analysis. Uses either prebuilt, public, or custom classifiers.
606	United States	Agisoft	Metashape	https://www.agisoft.com/	Agisoft PhotoScan is a stand-alone software product that performs photogrammetric processing of digital images. Generates 3D spatial data to be used in GIS applications, and cultural heritage documentation for visual effects production and indirect measurements of objects of various scales.
607	United States	MeteoGraphics	MeteoEarth	http://www.meteoearth.com/mobile/en.html	Weather graphics
608	United States	Bentley Systems	MicroStation	https://www.bentley.com/en/products/product-line/modeling-and-visualization-software/microstation	MicroStation is the world's leading 3D computer-aided design and visualization software for the architecture, engineering, construction, and operation of all infrastructure types. Largest CAD in AEC for Civil Engineering users.
609	United States	Microvolution	Microvolution	http://www.microvolution.com/	Nearly instantaneous 3D deconvolution & up to 200 times faster.
610	United States	Midas	midas GTS NX	http://en.midasuser.com/product/gtsnx_overview.asp	Simulation tool for geo-technical analysis
611	United States	Midas	midas NFX(CFD)	http://en.midasuser.com/product/nfxcfd_overview.asp	General purpose CFD software based on FEM
612	United States	Midas	midas NFX(Structural)	http://en.midasuser.com/product/nfx_overview.asp	Simulation and analysis tool for structural mechanics
613	United States	Mighty Bake	Mighty Bake	https://www.mightybake.com/	A powerful, easy to use, all-in-one texture baking solution for any 3D artist
614	United States	DHI	MIKE 21	https://www.mikepoweredbydhi.com/products/mike-21	2D hydrological modelling of coast and sea for simulating physical, chemical, and biological processes
615	United States	DHI	MIKE 3	https://www.mikepoweredbydhi.com/products/mike-3	3D Modeling of Coast and Sea
616	United States	DHI	MIKE FLOOD	https://www.mikepoweredbydhi.com/products/mike-flood	1D & 2D urban, coastal, and riverine flood modelling
617	United States	USCQD	MILC	http://usqcd-software.github.io/MILC.html	Lattice Quantum Chromodynamics (LQCD) codes simulate how elemental particles are formed and bound by the strong force to create larger particles like protons and neutrons.
618	New Zealand	Mindhive	mindhive	https://www.mindhive.co.nz/	Provides AI capable defects detection application using machine vision for agri and manufacturing product defects.
619	United Kingdom	OXFORD NANOPORE TECHNOLOGIES	MinKNOW	https://nanoporetech.com/nanopore-sequencing-data-analysis	MinKNOW, the operating software that drives nanopore sequencing devices, carries out several core tasks, including data acquisition, real-time analysis and run feedback, local basecalling, and data streaming. Adaptive sampling is also incorporated into MinKNOW
620	Ghana	minoHealth AI Labs	minoHealth.ai	https://www.minohealth.org	Our AI4Radiology platform provide automated diagnostics for multiple chest conditions, breast cancers and more, via medical images.
621	Australia	Mission Systems Pty Ltd	MissionSystem	www.missionsystems.com.au	Drone applications
622	Switzerland	Marquise Technologies	Mist	http://www.marquise-tech.com/mist.html	Mastering tool for cinema, broadcast and over-the-top content
623	Spain	SGO	Mistika Ultima	https://www.sgo.es/mistika-ultima/	Color grading and finishing
624	Spain	SGO	Mistika VR	https://www.sgo.es/mistika-vr/	Near real-time optical flow stitching
625	Germany	German Cancer Research Center	MITK	http://mitk.org/wiki/The_Medical_Imaging_Interaction_Toolkit_(MITK)	Free open-source software system for development of interactive medical image processing software
626	United States	Boris FX	Mocha Pro	https://borisfx.com/products/mocha-pro	Mocha Pro is an award-winning planar tracking tool for motion tracking, rotoscoping, object removal, camera stabilization and general visual effects.
627	Italy	ModernMT	ModernMT	https://www.modernmt.com/translators/	A machine translation system that adapts to the context of the document and to your translation style, learning from your corrections.
628	United Kingdom	Foundry	MODO	https://www.foundry.com/products/modo	3D modeling, animation and rendering
629	United States	ScriptChain Health	Moh Noori	https://docs.google.com/presentation/d/1uM_zvTlUCsJfv6w7FQ8RNVyyJtPKmObD/edit?usp=sharing&ouid=117522259426239555967&rtpof=true&sd=true	AI based platform that uses AI for early prevention in readmission, congestive heart failure, hypertension, and atrial fibrillation.
630	Sweden	MOLCAS	MOLCAS	http://www.molcas.org/	Methods for calculating general electronic structures in molecular systems in both ground and excited states.
631	United States	Chemical Computing Group ULC	MOLECULAR OPERATING ENVIRONMENT	https://www.chemcomp.com/Products.htm	Calculate and Analyze pH-Dependent Protein Properties. MOEsaic Session Sharing and Project Customization. Determine Conformation Population from NMR NOE Data   Predict Relative Binding Energies with AMBER Thermodynamic Integration.
632	United States	QIAGEN	Molegro Virtual Docker 6	https://www.qiagenbioinformatics.com/products/molegro-virtual-docker/latest-improvements/	Method for performing high accuracy flexible molecular docking.
633	United States	MOPAC	MOPAC2012	http://openmopac.net/MOPAC2016.html	Semiempirical Quantum Chemistry
634	United States	ChyronHego	Mosaic	http://chyronhego.com/broadcast-graphics/mosaic	On-air graphics
635	Canada	Autodesk	Motion Builder	https://www.autodesk.com/products/motionbuilder/overview	Character animation and motion capture
636	United States	UCSF	MotionCor2	http://msg.ucsf.edu/em/software/motioncor2.html	A multi-GPU program that corrects beam-induced sample motion on dose fractionated movie stacks. Implements a robust iterative alignment algorithm that delivers precise measurement and correction of both global and non-uniform local motions at single pixel level across the whole frame. Suitable for both single-particle and tomographic images.
637	Cyprus	Movavi	Movavi Video Suite	https://www.movavi.com/suite/	An all-in-one video maker: an editor, converter, screen recorder, and more.
638	United States	MrBayes	MrBayes	http://mrbayes.sourceforge.net/	MrBayes is a program for Bayesian inference and model choice across a wide range of phylogenetic and evolutionary models. MrBayes uses Markov chain Monte Carlo (MCMC) methods to estimate the posterior distribution of model parameters.
639	United States	MSC Software	MSC Apex Generative Design	https://www.mscsoftware.com/product/msc-apex-generative-design	Generative Design based simulation to create several optimized, lightweight designs ultra-fast and almost fully automated
640	United States	MSC Software	MSC Nastran	http://www.mscsoftware.com/product/msc-nastran	Multidisciplinary structural analysis application used to perform static, dynamic, and thermal analysis across linear and nonlinear domains
641	Canada	Autodesk	Mudbox	https://www.autodesk.com/products/mudbox/overview	3D sculpting
642	United States	ERLAB	Multiplatform Transcoder	http://www.erlab.com.tr/media/	Video processing and encoding software
643	United States	Evertz	Multiviewers	http://www.evertz.com/products/multiviewers	Broadcast multiviewer
644	United States	Open Source	MUMmer GPU	http://mummer.sourceforge.net/	MUMmer GPU is a high-throughput local sequence alignment program
645	United States	University of Texas MD Anderson Cancer Center (MDACC)	MuSE	https://bioinformatics.mdanderson.org/public-software/muse/	Somatic point mutation caller, a novel approach to mutation calling based on the F81 Markov substitution model for molecular evolution. Adopts a sample-specific error model to identify cutoffs, reflecting the variation in tumor heterogeneity among samples.
646	United States	Broad Institute	Mutect2	https://gatk.broadinstitute.org/hc/en-us/articles/360037593851-Mutect2	Call somatic SNVs and indels via local assembly of haplotypes
647	Netherlands	Film Partners	MXF	http://www.mxfserver.com/index.html	Collaborative editing system supporting Avid Media Composer, Adobe Premiere Pro, Grass Valley Edius and Blackmagic Resolve
648	Portugal	MOG Technologies	mxfSPEEDRAIL	https://www.mog-technologies.com/mxfspeedrail-central-ingest/	Baseband broadcast news and sports production video ingest product line that allows editing of growing files during ingest.
649	Japan	N2PC/AIST/JBIC, Japan	myPresto	http://presto.protein.osaka-u.ac.jp/myPresto4/index.php?lang=en	Open Source Computational Drug Discovery Suite.
650	New Zealand	N3T	n3t.kiwi	https://n3t.kiwi/	The NTC  system is based on the latest edge computing using artificial intelligence and making the data available in near real time on our cloud hosted servers for interactive analysis. We have developed a smart analytics platform to empower you to make better road asset management and traffic planning decisions.
651	United States	Numerical Algorithms Group	NAG	http://www.nag.co.uk/	Random number generators, Brownian bridges, and PDE solvers
652	United States	University of Illinois Urbana Champaign	NAMD	http://www.ks.uiuc.edu/Research/namd/	Designed for high-performance simulation of large molecular systems.
653	United States	Natron	Natron	https://natrongithub.github.io/	Natron is a free and open-source node-based compositing software application.
654	Australia	Absoft	Neat Image	https://ni.neatvideo.com/	Reduces noise, film grain, artifacts from photos.
655	Australia	Absoft	Neat Video	https://www.neatvideo.com/	Digital filter with auto-profiling tool designed to reduce visible noise and grain found in footage.
656	United States	ANL	NekCEM	https://nekcem.mcs.anl.gov/index.php/Main_Page	A high-fidelity, open-source electromagnetics solver based on spectral element and spectral element discontinuous Galerkin methods, written in Fortran and C.
657	United States	Intel	Neon	https://neon.nervanasys.com/index.html/	Neon is a fast, scalable, easy-to-use Python based deep learning framework that has been optimized down to the assembler level. Features a rich set of example and pre-trained models for image, video, text, deep reinforcement learning and speech applications.
658	Canada	Drastic Technologies	Net-X-Code	https://www.drastic.tv/productsmenu-56/networkstreaminglist/net-x-code	Net-X-Code is a distributed capture and conversion system: IP Capture, Control, Convert and Output for server level.
659	Korea, Republic of	Nota Incorporated	NetsPresso	https://www.nota.ai/netspresso	NetsPresso is a proprietary hardware-aware AI optimization platform which significantly reduces time and resources required to develop an AI model and optimize it for the target device resulting in a more efficient and effective AI deployment in production.
660	United States	Roche Sequencing	NeuSomatic	https://github.com/bioinform/neusomatic	NeuSomatic: Deep convolutional neural networks for accurate somatic mutation detection
661	United States	NewBlueFX	NewBlue Stream	https://newbluefx.com/products/newblue-stream/	NewBlue Stream is a lightweight streaming and broadcast solution paired with dynamic, data-driven graphics
662	United States	Imagine Communications	Nexio Channelbrand	http://www.imaginecommunications.com/products/playout/master-control-branding-graphics/nexio-channelbrand	On-air graphics
663	United States	Imagine Communications	Nexio G8	http://www.imaginecommunications.com/sites/default/files/documentation/nexio_g8_hardware_manual_20140523.pdf	On-air graphics
664	United States	Imagine Communications	Nexio TitleOne	http://www.imaginecommunications.com/sites/default/files/documentation/nexio_titleone_hardware_manual_20140408.pdf	On-air graphics
665	Denmark	Teton.ai ApS	Nightingale	https://www.teton.ai/nightingale	Nightingale is a deep learning-based patient observer, which is capable of doing core nursing observation tasks in hospital wards, thus lowering adverse events by and increasing care capacity, transparency, and quality.
666	France	DxO	Nik Collection by DxO	https://nikcollection.dxo.com/	Photo plugin suite for effects, presets, and editing tools.
667	United States	NMath	NMath Premium	https://www.centerspace.net/nmath-premium	GPU-accelerated math and statistics for .NET, automatically detects the presence of a CUDA-enabled GPU at runtime and seamlessly redirects appropriate computations to it.
668	United Kingdom	10bit FX	Notch Builder	https://www.notch.one/	A motion graphics and VFX tool designed by games artists and VJs. Compositing, grading and strong inter-operability with other packages.
669	United Kingdom	10bit FX	NotchLC	https://notchlc.notch.one/	NotchLC is a free, high-quality, GPU powered video codec for intermediary and playback. It brings the equivalent of 10bit accuracy in a scrubbable codec that is extremely fast to encode and decode, with a compression ratios of around 5:1.
670	Israel	NoTraffic	Notraffic	https://notraffic.tech/	NoTraffic has developed the first AI-powered traffic signal platform that connects road users to the city grid, solving today’s traffic challenges while unlocking smart mobility benefits for the cities, and creating an entirely new way of life…
671	China	NagaSoft	NSCaster	https://www.nagashare.com/nscaster.html	NSCaster is a powerful live broadcasting software which presents lots of powerful features, including remote camera, 3D trackless virtual scene, real time GPU chroma key, CG subtitle and remote CG publishing, audio mixer, multiview, PTZ camera control, remote connection etc.
672	United Kingdom	Digital Vision	Nucoda	http://www.digitalvision.tv/products/nucoda_2-0/	Color grading
673	United Kingdom	Foundry	NUKE	https://www.foundry.com/products/nuke	Nuke is the powerful node-based compositing tool at the heart of the Nuke family. Whether your focus is on blockbusters, animation or binge-worthy episodic content, Nuke’s flexible and robust toolset empowers teams to create pixel-perfect content every time.
674	United States	Anaconda	Numba	https://numba.pydata.org/	Numba is an open source JIT compiler that translates a subset of Python and NumPy code into fast machine code.    Think of it as a compiler for Python array and numerical functions that gives you the power to speed up your applications with high performance functions written directly in Python.     Numba translates Python functions to optimized machine code at runtime using the industry-standard LLVM compiler library. Numba-compiled numerical algorithms in Python can approach the speeds of C or FORTRAN.    You don't need to replace the Python interpreter, run a separate compilation step, or even have a C/C++ compiler installed. Just apply one of the Numba decorators to your Python function, and Numba does the rest.    Numba generates optimized machine code from pure Python code using the LLVM compiler infrastructure. With a few simple annotations, array-oriented and math-heavy Python code can be just-in-time optimized to performance similar as C, C++ and Fortran, without having to switch languages or Python interpreters.    Numba is designed to be used with NumPy arrays and functions. Numba generates specialized code for different array data types and layouts to optimize performance. Special decorators can create universal functions that broadcast over NumPy arrays just like NumPy functions do.    Numba also works great with Jupyter notebooks for interactive computing, and with distributed execution frameworks, like Dask and Spark. With support for GPU acceleration, Numba lets you write parallel GPU algorithms entirely from Python.
675	United States	Zeus	Numerix	https://www.zeusnumerix.com/custom_engineering.html	Custom software development in the areas of CFD, FEA and Electromagnetics
676	Austria	nvaiauattestd	nvaiauattestd	www.google.com	 
677	United States	Open Source	NVBIO	https://github.com/NVlabs/nvbio	NVBIO is an open source C++ library of reusable components designed to accelerate bioinformatics applications using CUDA.
678	United States	Open Source	NVBowtie	https://nvlabs.github.io/nvbio/nvbowtie_page.html	A largely complete implementation of the Bowtie2 aligner on top of NVBIO.
679	United States	Berkeley AI Research	NVCaffe	https://github.com/BVLC/caffe	The Caffe deep learning framework makes implementing state-of-the-art deep learning easy.
680	United States	NWChem	NWChem	http://www.nwchem-sw.org/index.php/Main_Page	NWChem aims to provide its users with computational chemistry tools that are scalable both in their ability to treat large scientific computational chemistry problems efficiently, and in their use of available parallel computing resources from high-performance parallel supercomputers to conventional workstation clusters.
681	United States	Pacific Northwest National Laboratories	NWChemEX	https://www.pnnl.gov/science/highlights/highlight.asp?id=4411	NWChemEx targets developing high-performance computational models for the production of advanced biofuels and other bioproducts
682	United States	Siemens Digital Industries Software	NX	https://www.plm.automation.siemens.com/en/products/nx/11/	Siemens PLM Software premium design app with full Iray integration, supporting multi-gpu rendering. Still CPU bound for most tasks otherwise
683	United States	Siemens Digital Industries Software	NX Ray Traced Studio	https://www.nvidia.com/object/siemens-plm-software-quadro-visualization.html	Embedded rendering feature for Siemens NX
684	United States	O-Quant	O-Quant  options pricing	http://oquant.com/OquantRealTimeOptions.pdf	Offering for risk management and complex options and derivatives pricing using GPUs.
685	United States	Open Broadcaster Software	OBS Studio	https://obsproject.com/	Free and open source software for video recording and live streaming optimized for NVIDIA video encoder
686	United States	Otoy	OctaneRender	https://home.otoy.com/render/octane-render/	CUDA-accelerated GPU renderer
687	United States	Harvard University	Octopus	http://octopus-code.org/wiki/Features	Used for ab initio virtual experimentation and quantum chemistry calculations.
688	United States	Open Health Imaging Foundation	OHIF	http://ohif.org/	OHIF is a framework for building medical imaging web applications that uses react. The code is modular, using react components and a plug-in model making it possible to add new tools and workflows into the basic viewer UI.
689	India	Schlumberger	Omega2 RTM	http://www.slb.com/services/seismic/geophysical-processing/prestack-migration/reverse-time.aspx	Seismic processing
690	New Zealand	OmniEye Holdings Limited	OmniEye	https://www.irisdata.co.nz/omnieye	OmniEye Locomotion allows for early lameness detection and drafting of animals, and results in a reduction of the prevalence of lameness, less suffering, and less costly interventions and culling
691	United States	HEAVY.AI	OmniSci	https://www.omnisci.com/platform/	OmniSci enables insights from your largest datasets at the speed of curiosity.
692	United States	DeepSig Inc.	OmniSIG	https://www.deepsig.io/omnisig/	The OmniSig sensor provides a new class of RF sensing and awareness using DeepSig's pioneering application of Artificial Intelligence (AI) to radio systems. Going beyond the capabilities of existing spectrum monitoring solutions, OmniSIG is able to not only detect and classify signals but understand the spectrum environment to inform contextual analysis and decision making. Compared to traditional approaches, OmniSIG provides higher sensitivity and accuracy, is more robust to harsh impairments and dynamic spectrum environments, and requires less computational resources and dynamic range.
693	Hungary	Colorfront	On-Set Dailies	http://www.colorfront.com/?page=SOFTWARE&spage=On-Set%20Dailies	Review, color grading and transcoding on set
694	United States	ON1	ON1 Photo Raw	https://www.on1.com/products/photo-raw/	Professional-grade photo organizer, raw processor, layered editor, and effects app, includes everything you need in one photography application.
695	United States	ON1	ON1 Resize AI	https://www.on1.com/products/resize	ON1 Resize AI, the next-generation photo enlargement software, gives photographers the highest quality photo enlargements. This super-resolution technology will allow any photographer to enlarge photos while quickly maintaining and recovering an incredible amount of detail and sharpness.
696	Austria	ONDEWO GmbH	ONDEWO  Conversational AI Platforms	https://ondewo.com/en/products/	A set of platforms for building conversational AI services including Speech-to-text, NLU, Text-to-speech, VoIP telephone system integration, AI project management, and an all-in-one platform for call center automation.
697	Singapore	Oneberry Technologies Pte Ltd	Oneberry	www.oneberry.com	Oneberry Technologies is the leader in providing productivity enabled security & surveillance solutions in Singapore, helping our clients reduce manpower wastage and reduce overall security costs.
698	United States	Numerix	Oneview	https://www.numerix.com/banking-solutions	Numerix introduced GPU support for Forward Monte Carlo simulation for Capital Markets and Insurance.
699	United States	REKOR	OpenALPR	http://www.openalpr.com/nvidia.html	Automatic license plate and vehicle make/model/year recognition software applied to video streams from IP cameras.
700	United States	Stanford University	OpenMM	http://openmm.org/	Library and application for molecular dynamics for HPC with GPUs.
701	United States	Artisight, Inc.	Operating Room Coordinator	https://www.artisight.com/solutions/operating-room-coordinator/	Artisight’s Operating Room Efficiency solution improves operating room productivity with intelligent sensor network and machine learning algorithms. Delivers real-time access to the actionable data needed to improve your operating room productivity while ensuring HIPAA compliance.
702	United States	Boris FX	Optics	https://borisfx.com/products/optics/	Optics is designed to simulate optical camera filters, specialized lenses, film stocks and grain, lens flares, optical lab processes, color correction as well as natural light and photographic effects. First collaborative product between Sapphire and Digital Film Tools. Plugin for Photoshop and Lightroom, also has a Windows and Mac standalone application.
703	United States	Zemax	OpticStudio	https://www.zemax.com/products/opticstudio	OpticStudio combines complex physics and interactive visuals so you can analyze, simulate, and optimize optics, lighting and illumination systems, and laser systems, all within tolerance specifications.
704	Switzerland	EPFL	ORB5	https://www.epfl.ch/research/domains/swiss-plasma-center/research/theory/codes/research_theory_codes_orb5/	ORB5 is a global, gyrokinetic, Lagrangian, Particle-In-Cell (PIC), finite element, electromagnetic model
705	United States	UCLA Plasma Physics Group	OSIRIS	https://plasmasim.physics.ucla.edu/codes/osiris	Simulates Plasma Physics including Laser interaction
706	United States	Focal Systems	out of stock detection	https://focal.systems/checkout	Deep Learning Computer Vision track your On-Shelf Availability throughout your entire store 100+ times a day
707	United States	Grass Valley	Pablo family	https://s-a-m.com/products/quantel-rio/c-24/p-173	Color grading and finishing
